Games	Sport	Event	Gender	Medallist	CountryCode	CountryName	Medal	Result	Unit	ResultInSeconds
1996	Rowing	Eights Men	Men	"Vladimir Volodenkov, Dmitriy Rozinkevich, Roman Monchenko, Pavel Melnikov, Sergey Matveyev, Andrey Glukhov, Aleksandr Lukyanov, Nikolay Aksyonov, Anton Chermashentsev"	RUS	Russia	Bronze	05:45.8	M:S:DD	345.77
1996	Rowing	Eights Women	Women	"Liliana Gafencu, Elena Georgescu, Vera Cochelea, Doina Ignat, Elisabeta Lipa, Anca Tanase, Doina Spircu, Marioara Popescu, Ioana Olteanu"	ROM	Romania	Gold	06:19.7	M:S:DD	379.73
1996	Rowing	Eights Women	Women	"Jessica Monroe, Heather McDermid, Maria Maunder, Emma Robinson, Lesley Thompson, Tosha Tsang, Anna van der Kamp, Theresa Luke, Alison Korn"	CAN	Canada	Silver	06:24.0	M:S:DD	384.05
1996	Rowing	Eights Women	Women	"Natalya Lavrinenko, Tamara Davydenko, Marina Znak, Natalya Volchek, Natalya Stasyuk, Valentina Skrabatun, Yelena Mikulich, Aleksandra Pankina, Yaroslava Pavlovich"	BLR	Belarus	Bronze	06:24.4	M:S:DD	384.44
1996	Rowing	Lightweight Coxless Fours Men	Men	"Niels Henriksen, Victor Feddersen, Eskild Ebbesen, Thomas Poulsen"	DEN	Denmark	Gold	06:09.6	M:S:DD	369.58
1996	Rowing	Lightweight Coxless Fours Men	Men	"Brian Peaker, Dave Boyes, Gavin Hassett, Jeffrey Lay"	CAN	Canada	Silver	06:10.1	M:S:DD	370.13
1996	Rowing	Lightweight Coxless Fours Men	Men	"David Collins, William Carlucci, Jeff Pfaendtner, Marc Schneider"	USA	United States of America	Bronze	06:12.3	M:S:DD	372.29
1996	Rowing	Lightweight Double Sculls Men	Men	"Markus Gier, Michael Gier"	SUI	Switzerland	Gold	06:23.5	M:S:DD	383.47
1996	Rowing	Lightweight Double Sculls Men	Men	"Pepijn Aardewijn, Maarten van der Linden"	NED	Netherlands	Silver	06:26.5	M:S:DD	386.48
1996	Rowing	Lightweight Double Sculls Men	Men	"Anthony Edwards, Bruce Hick"	AUS	Australia	Bronze	06:26.7	M:S:DD	386.69
1996	Rowing	Lightweight Double Sculls Women	Women	"Constanta Burcica-Pipota, Camelia Macoviciuc"	ROM	Romania	Gold	07:12.8	M:S:DD	432.78
1996	Rowing	Lightweight Double Sculls Women	Women	"Lindsay Burns, Teresa Bell"	USA	United States of America	Silver	07:14.7	M:S:DD	434.65
1996	Rowing	Lightweight Double Sculls Women	Women	"Virginia Lee, Rebecca Joyce"	AUS	Australia	Bronze	07:16.6	M:S:DD	436.56
1996	Rowing	Quadruple Sculls Men	Men	"Andreas Hajek, Andr? Steiner, Stephan Volkert, Andr? Willms"	GER	Germany	Gold	05:56.9	M:S:DD	356.93
1996	Rowing	Quadruple Sculls Men	Men	"Tim Young, Eric Mueller, Brian Jamieson, Jason Gailes"	USA	United States of America	Silver	05:59.1	M:S:DD	359.1
1996	Rowing	Quadruple Sculls Men	Men	"Duncan Free, Janusz Hooker, Bo Hanson, Ron Snook"	AUS	Australia	Bronze	06:01.7	M:S:DD	361.65
1996	Rowing	Quadruple Sculls Women	Women	"Jana Sorgers, Katrin Rutschow-Stomporowski, Kathrin Boron, Kerstin K?ppen"	GER	Germany	Gold	06:27.4	M:S:DD	387.44
1996	Rowing	Quadruple Sculls Women	Women	"Inna Frolova, Olena Ronzhina, Diana Miftakhutdinova, Svetlana Mazy"	UKR	Ukraine	Silver	06:30.4	M:S:DD	390.36
1996	Rowing	Quadruple Sculls Women	Women	"Marnie McBean, Diane O?Grady, Laryssa Biesenthal, Kathleen Heddle"	CAN	Canada	Bronze	06:30.4	M:S:DD	390.38
1996	Rowing	Single Sculls Men	Men	Xeno M?ller	SUI	Switzerland	Gold	06:44.9	M:S:DD	404.85
1996	Rowing	Single Sculls Men	Men	Derek Porter	CAN	Canada	Silver	06:47.5	M:S:DD	407.45
1996	Rowing	Single Sculls Men	Men	Thomas Lange	GER	Germany	Bronze	06:47.7	M:S:DD	407.72
1996	Rowing	Single Sculls Women	Women	Yekaterina Khodotovich	BLR	Belarus	Gold	07:32.2	M:S:DD	452.21
1996	Rowing	Single Sculls Women	Women	Silken Laumann	CAN	Canada	Silver	07:35.2	M:S:DD	455.15
1996	Rowing	Single Sculls Women	Women	Trine Hansen	DEN	Denmark	Bronze	07:37.2	M:S:DD	457.2
1996	Swimming	100m Backstroke Men	Men	Jeff Rouse	USA	United States of America	Gold	54.1	M:S:DD	54.1
1996	Swimming	100m Backstroke Men	Men	Rodolfo Falcon	CUB	Cuba	Silver	54.98	M:S:DD	54.98
1996	Swimming	100m Backstroke Men	Men	Neisser Bent	CUB	Cuba	Bronze	55.02	M:S:DD	55.02
1996	Swimming	100m Backstroke Women	Women	Beth Botsford	USA	United States of America	Gold	01:01.2	M:S:DD	61.19
1996	Swimming	100m Backstroke Women	Women	Whitney Hedgepeth	USA	United States of America	Silver	01:01.5	M:S:DD	61.47
1996	Swimming	100m Backstroke Women	Women	Marianne Kriel	RSA	South Africa	Bronze	01:02.1	M:S:DD	62.12
1996	Swimming	100m Breaststroke Men	Men	Fred Deburghgraeve	BEL	Belgium	Gold	01:00.7	M:S:DD	60.65
1996	Swimming	100m Breaststroke Men	Men	Jeremy Linn	USA	United States of America	Silver	01:00.8	M:S:DD	60.77
1996	Swimming	100m Breaststroke Men	Men	Mark Warnecke	GER	Germany	Bronze	01:01.3	M:S:DD	61.33
1996	Swimming	100m Breaststroke Women	Women	Penny Heyns	RSA	South Africa	Gold	01:07.7	M:S:DD	67.73
1996	Swimming	100m Breaststroke Women	Women	Amanda Beard	USA	United States of America	Silver	01:08.1	M:S:DD	68.09
1996	Swimming	100m Breaststroke Women	Women	Samantha Riley	AUS	Australia	Bronze	01:09.2	M:S:DD	69.18
1996	Swimming	100m Butterfly Men	Men	Denis Pankratov	RUS	Russia	Gold	52.27	M:S:DD	52.27
1996	Swimming	100m Butterfly Men	Men	Scott Miller	AUS	Australia	Silver	52.53	M:S:DD	52.53
1996	Swimming	100m Butterfly Men	Men	Vladislav Kulikov	RUS	Russia	Bronze	53.13	M:S:DD	53.13
1996	Swimming	100m Butterfly Women	Women	Amy van Dyken	USA	United States of America	Gold	59.13	M:S:DD	59.13
1996	Swimming	100m Butterfly Women	Women	Limin Liu	CHN	China	Silver	59.14	M:S:DD	59.14
1996	Swimming	100m Butterfly Women	Women	Angel Martino	USA	United States of America	Bronze	59.23	M:S:DD	59.23
1996	Swimming	100m Freestyle Men	Men	Aleksandr Popov	RUS	Russia	Gold	48.74	M:S:DD	48.74
1996	Swimming	100m Freestyle Men	Men	Gary Hall Jr.	USA	United States of America	Silver	48.81	M:S:DD	48.81
1996	Swimming	100m Freestyle Men	Men	Gustavo Fran?a Borges	BRA	Brazil	Bronze	49.02	M:S:DD	49.02
1996	Swimming	100m Freestyle Women	Women	Jingyi Le	CHN	China	Gold	54.5	M:S:DD	54.5
1996	Swimming	100m Freestyle Women	Women	Sandra V?lker	GER	Germany	Silver	54.88	M:S:DD	54.88
1996	Swimming	100m Freestyle Women	Women	Angel Martino	USA	United States of America	Bronze	54.93	M:S:DD	54.93
1996	Swimming	1500m Freestyle Men	Men	Kieren Perkins	AUS	Australia	Gold	14:56.4	M:S:DD	896.4
1996	Swimming	1500m Freestyle Men	Men	Daniel Kowalski	AUS	Australia	Silver	15:02.4	M:S:DD	902.43
1996	Swimming	1500m Freestyle Men	Men	Graeme Smith	GBR	Great Britain	Bronze	15:02.5	M:S:DD	902.48
1996	Swimming	200m Backstroke Men	Men	Brad Bridgewater	USA	United States of America	Gold	01:58.5	M:S:DD	118.54
1996	Swimming	200m Backstroke Men	Men	Tripp Schwenk	USA	United States of America	Silver	01:59.0	M:S:DD	118.99
1996	Swimming	200m Backstroke Men	Men	Emanuele Merisi	ITA	Italy	Bronze	01:59.2	M:S:DD	119.18
1996	Swimming	200m Backstroke Women	Women	Krisztina Egerszegi	HUN	Hungary	Gold	02:07.8	M:S:DD	127.83
1996	Swimming	200m Backstroke Women	Women	Whitney Hedgepeth	USA	United States of America	Silver	02:12.0	M:S:DD	131.98
1996	Swimming	200m Backstroke Women	Women	Cathleen Rund	GER	Germany	Bronze	02:12.1	M:S:DD	132.06
1996	Swimming	200m Breaststroke Men	Men	Norbert R?zsa	HUN	Hungary	Gold	02:12.6	M:S:DD	132.57
1996	Swimming	200m Breaststroke Men	Men	K?roly G?ttler	HUN	Hungary	Silver	02:13.0	M:S:DD	133.03
1996	Swimming	200m Breaststroke Men	Men	Andrey Korneyev	RUS	Russia	Bronze	02:13.2	M:S:DD	133.17
1996	Swimming	200m Breaststroke Women	Women	Penny Heyns	RSA	South Africa	Gold	02:25.4	M:S:DD	145.41
1996	Swimming	200m Breaststroke Women	Women	Amanda Beard	USA	United States of America	Silver	02:25.8	M:S:DD	145.75
1996	Swimming	200m Breaststroke Women	Women	?gnes Kov?cs	HUN	Hungary	Bronze	02:26.6	M:S:DD	146.57
1996	Swimming	200m Butterfly Men	Men	Denis Pankratov	RUS	Russia	Gold	01:56.5	M:S:DD	116.51
1996	Swimming	200m Butterfly Men	Men	Tom Malchow	USA	United States of America	Silver	01:57.4	M:S:DD	117.44
1996	Swimming	200m Butterfly Men	Men	Scott Goodman	AUS	Australia	Bronze	01:57.5	M:S:DD	117.48
1996	Swimming	200m Butterfly Women	Women	Susan O'Neill	AUS	Australia	Gold	02:07.8	M:S:DD	127.76
1996	Swimming	200m Butterfly Women	Women	Petria Thomas	AUS	Australia	Silver	02:09.8	M:S:DD	129.82
1996	Swimming	200m Butterfly Women	Women	Michelle Smith	IRL	Ireland	Bronze	02:09.9	M:S:DD	129.91
1996	Swimming	200m Freestyle Men	Men	Danyon Loader	NZL	New Zealand	Gold	01:47.6	M:S:DD	107.63
1996	Swimming	200m Freestyle Men	Men	Gustavo Fran?a Borges	BRA	Brazil	Silver	01:48.1	M:S:DD	108.08
1996	Swimming	200m Freestyle Men	Men	Daniel Kowalski	AUS	Australia	Bronze	01:48.2	M:S:DD	108.25
1996	Swimming	200m Freestyle Women	Women	Claudia Poll	CRC	Costa Rica	Gold	01:58.2	M:S:DD	118.16
1996	Swimming	200m Freestyle Women	Women	Franziska van Almsick	GER	Germany	Silver	01:58.6	M:S:DD	118.57
1996	Swimming	200m Freestyle Women	Women	Dagmar Hase	GER	Germany	Bronze	01:59.6	M:S:DD	119.56
1996	Swimming	200m Individual Medley Men	Men	Attila Czene	HUN	Hungary	Gold	01:59.9	M:S:DD	119.91
1996	Swimming	200m Individual Medley Men	Men	Jani Sievinen	FIN	Finland	Silver	02:00.1	M:S:DD	120.13
1996	Swimming	200m Individual Medley Men	Men	Curtis Myden	CAN	Canada	Bronze	02:01.1	M:S:DD	121.13
1996	Swimming	200m Individual Medley Women	Women	Michelle Smith	IRL	Ireland	Gold	02:13.9	M:S:DD	133.93
1996	Swimming	200m Individual Medley Women	Women	Marianne Limpert	CAN	Canada	Silver	02:14.4	M:S:DD	134.35
1996	Swimming	200m Individual Medley Women	Women	Li Lin	CHN	China	Bronze	02:14.7	M:S:DD	134.74
1996	Swimming	400m Freestyle Men	Men	Danyon Loader	NZL	New Zealand	Gold	03:48.0	M:S:DD	227.97
1996	Swimming	400m Freestyle Men	Men	Paul Palmer	GBR	Great Britain	Silver	03:49.0	M:S:DD	229
1996	Swimming	400m Freestyle Men	Men	Daniel Kowalski	AUS	Australia	Bronze	03:49.4	M:S:DD	229.39
1996	Swimming	400m Freestyle Women	Women	Michelle Smith	IRL	Ireland	Gold	04:07.3	M:S:DD	247.25
1996	Swimming	400m Freestyle Women	Women	Dagmar Hase	GER	Germany	Silver	04:08.3	M:S:DD	248.3
1996	Swimming	400m Freestyle Women	Women	Kirsten Vlieghuis	NED	Netherlands	Bronze	04:08.7	M:S:DD	248.7
1996	Swimming	400m Individual Medley Men	Men	Tom Dolan	USA	United States of America	Gold	04:14.9	M:S:DD	254.9
1996	Swimming	400m Individual Medley Men	Men	Eric Namesnik	USA	United States of America	Silver	04:15.2	M:S:DD	255.25
1996	Swimming	400m Individual Medley Men	Men	Curtis Myden	CAN	Canada	Bronze	04:16.3	M:S:DD	256.28
1996	Swimming	400m Individual Medley Women	Women	Michelle Smith	IRL	Ireland	Gold	04:39.2	M:S:DD	279.18
1996	Swimming	400m Individual Medley Women	Women	Allison Wagner	USA	United States of America	Silver	04:42.0	M:S:DD	282.03
1996	Swimming	400m Individual Medley Women	Women	Krisztina Egerszegi	HUN	Hungary	Bronze	04:42.5	M:S:DD	282.53
1996	Swimming	4x100m Freestyle Relay Men	Men	"David Fox, Scott Tucker, Jon Olsen, Brad Schumacher, Josh Davis, Gary Hall Jr."	USA	United States of America	Gold	03:15.4	M:S:DD	195.41
1996	Swimming	4x100m Freestyle Relay Men	Men	"Denis Pimankov, Roman Yegorov, Vladimir Predkin, Vladimir Pyshnenko, Aleksandr Popov"	RUS	Russia	Silver	03:17.1	M:S:DD	197.06
1996	Swimming	4x100m Freestyle Relay Men	Men	"Alexander Luderitz, Mark Pinger, Bengt Zikarsky, Bj?rn Zikarsky, Christian Tr?ger"	GER	Germany	Bronze	03:17.2	M:S:DD	197.2
1996	Swimming	4x100m Freestyle Relay Women	Women	"Catherine Fox, Lisa Jacob, Angel Martino, Jenny Thompson, Melanie Valerio, Amy van Dyken"	USA	United States of America	Gold	03:39.3	M:S:DD	219.29
1996	Swimming	4x100m Freestyle Relay Women	Women	"Jingyi Le, Yun Nian, Ying Shan, Na Chao"	CHN	China	Silver	03:40.5	M:S:DD	220.48
1996	Swimming	4x100m Freestyle Relay Women	Women	"Antje Buschschulte, Meike Freitag, Simone Osygus, Sandra V?lker, Franziska van Almsick"	GER	Germany	Bronze	03:41.5	M:S:DD	221.48
1996	Swimming	4x100m Medley Relay Men	Men	"Kurt Grote, Josh Davis, Mark Henderson, Gary Hall Jr., John Hargis, Jeremy Linn, Jeff Rouse, Tripp Schwenk"	USA	United States of America	Gold	03:34.8	M:S:DD	214.84
1996	Swimming	4x100m Medley Relay Men	Men	"Vladimir Selkov, Aleksandr Popov, Stanislav Lopukhov, Denis Pankratov, Roman Ivanovskiy, Vladislav Kulikov, Roman Yegorov"	RUS	Russia	Silver	03:37.5	M:S:DD	217.55
1996	Swimming	4x100m Medley Relay Men	Men	"Michael Klim, Toby Haenen, Steven Dewick, Scott Miller, Philip Rogers"	AUS	Australia	Bronze	03:39.6	M:S:DD	219.56
1996	Swimming	4x100m Medley Relay Women	Women	"Amy van Dyken, Jenny Thompson, Angel Martino, Kristine Quance, Catherine Fox, Amanda Beard, Beth Botsford, Whitney Hedgepeth"	USA	United States of America	Gold	04:02.9	M:S:DD	242.88
1996	Swimming	4x100m Medley Relay Women	Women	"Angela Kennedy, Helen Denman, Samantha Riley, Sarah Ryan, Nicole Stevenson, Susan O'Neill"	AUS	Australia	Silver	04:05.1	M:S:DD	245.08
1996	Swimming	4x100m Medley Relay Women	Women	"Ying Shan, Huijue Cai, Yan Chen, Xue Han"	CHN	China	Bronze	04:07.3	M:S:DD	247.34
1996	Swimming	4x200m Freestyle Relay Men	Men	"Jon Olsen, Brad Schumacher, Joe Hudepohl, Josh Davis, Ryan Berube"	USA	United States of America	Gold	07:14.8	M:S:DD	434.84
1996	Swimming	4x200m Freestyle Relay Men	Men	"Lars Fr?lander, Anders Holmertz, Anders Lyrbring, Christer Wallin"	SWE	Sweden	Silver	07:17.6	M:S:DD	437.56
1996	Swimming	4x200m Freestyle Relay Men	Men	"Steffen Zesner, Christian Tr?ger, Oliver Lampe, Christian Keller, Aimo Heilmann, Konstantin Dubrovin"	GER	Germany	Bronze	07:17.7	M:S:DD	437.71
1996	Swimming	4x200m Freestyle Relay Women	Women	"Lisa Jacob, Trina Jackson, Sheila Taormina, Cristina Teuscher, Annette Salmeen, Ashley Whitney, Jenny Thompson"	USA	United States of America	Gold	07:59.9	M:S:DD	479.87
1996	Swimming	4x200m Freestyle Relay Women	Women	"Franziska van Almsick, Sandra V?lker, Simone Osygus, Kerstin Kielga?, Dagmar Hase, Meike Freitag"	GER	Germany	Silver	08:01.6	M:S:DD	481.55
1996	Swimming	4x200m Freestyle Relay Women	Women	"Julia Greville, Emma Johnson, Susan O'Neill, Lise Mackie, Nicole Stevenson"	AUS	Australia	Bronze	08:05.5	M:S:DD	485.47
1996	Swimming	50m Freestyle Men	Men	Aleksandr Popov	RUS	Russia	Gold	22.13	M:S:DD	22.13
1996	Swimming	50m Freestyle Men	Men	Gary Hall Jr.	USA	United States of America	Silver	22.26	M:S:DD	22.26
1996	Swimming	50m Freestyle Men	Men	Fernando Scherer	BRA	Brazil	Bronze	22.29	M:S:DD	22.29
1996	Swimming	50m Freestyle Women	Women	Amy van Dyken	USA	United States of America	Gold	24.87	M:S:DD	24.87
1996	Swimming	50m Freestyle Women	Women	Jingyi Le	CHN	China	Silver	24.9	M:S:DD	24.9
1996	Swimming	50m Freestyle Women	Women	Sandra V?lker	GER	Germany	Bronze	25.14	M:S:DD	25.14
1996	Swimming	800m Freestyle Women	Women	Brooke Bennett	USA	United States of America	Gold	08:27.9	M:S:DD	507.89
1996	Swimming	800m Freestyle Women	Women	Dagmar Hase	GER	Germany	Silver	08:29.9	M:S:DD	509.91
1996	Swimming	800m Freestyle Women	Women	Kirsten Vlieghuis	NED	Netherlands	Bronze	08:30.8	M:S:DD	510.84
2000	Athletics	10000m Men	Men	Haile Gebrselassie	ETH	Ethiopia	Gold	27:18.2	M:SS:DD	1638.2
2000	Athletics	10000m Men	Men	Paul Tergat	KEN	Kenya	Silver	27:18.3	M:SS:DD	1638.29
2000	Athletics	10000m Men	Men	Assefa Mezgebu	ETH	Ethiopia	Bronze	27:19.7	M:SS:DD	1639.75
2000	Athletics	10000m Women	Women	Derartu Tulu	ETH	Ethiopia	Gold	30:17.5	M:SS:DD	1817.49
2000	Athletics	10000m Women	Women	Gete Wami	ETH	Ethiopia	Silver	30:22.5	M:SS:DD	1822.48
2000	Athletics	10000m Women	Women	Fernanda Ribeiro	POR	Portugal	Bronze	30:22.9	M:SS:DD	1822.88
2000	Athletics	100m Hurdles Women	Women	Olga Shishigina	KAZ	Kazakhstan	Gold	12.65	#:DD	12.65
2000	Athletics	100m Hurdles Women	Women	Glory Alozie	NGR	Nigeria	Silver	12.68	#:DD	12.68
2000	Athletics	100m Hurdles Women	Women	Melissa Morrison	USA	United States of America	Bronze	12.76	#:DD	12.76
2000	Athletics	100m Men	Men	Maurice Greene	USA	United States of America	Gold	9.87	#:DD	9.87
2000	Athletics	100m Men	Men	Ato Boldon	TRI	Trinidad and Tobago	Silver	9.99	#:DD	9.99
2000	Athletics	100m Men	Men	Obadele Thompson	BAR	Barbados	Bronze	10.04	#:DD	10.04
2000	Athletics	100m Women	Women	Ekaterini Thanou	GRE	Greece	Gold	11.12	#:DD	11.12
2000	Athletics	100m Women	Women	Tanya Lawrence	JAM	Jamaica	Silver	11.18	#:DD	11.18
2000	Athletics	100m Women	Women	Merlene Ottey-Page	JAM	Jamaica	Bronze	11.19	#:DD	11.19
2000	Athletics	110m Hurdles Men	Men	Anier Garcia	CUB	Cuba	Gold	13	#:DD	13
2000	Athletics	110m Hurdles Men	Men	Terrence Trammell	USA	United States of America	Silver	13.16	#:DD	13.16
2000	Athletics	110m Hurdles Men	Men	Mark Crear	USA	United States of America	Bronze	13.22	#:DD	13.22
2000	Athletics	1500m Men	Men	Noah Ngeny	KEN	Kenya	Gold	03:32.1	M:SS:DD	212.07
2000	Athletics	1500m Men	Men	Hicham el Guerrouj	MAR	Morocco	Silver	03:32.3	M:SS:DD	212.32
2000	Athletics	1500m Men	Men	Bernard Lagat	KEN	Kenya	Bronze	03:32.4	M:SS:DD	212.44
2000	Athletics	1500m Women	Women	Nouria Merah-Benida	ALG	Algeria	Gold	04:05.1	M:SS:DD	245.1
2000	Athletics	1500m Women	Women	Violeta Szekely	ROM	Romania	Silver	04:05.2	M:SS:DD	245.15
2000	Athletics	1500m Women	Women	Gabriela Szabo	ROM	Romania	Bronze	04:05.3	M:SS:DD	245.27
2000	Athletics	200m Men	Men	Konstantinos Kenteris	GRE	Greece	Gold	20.09	#:DD	20.09
2000	Athletics	200m Men	Men	Darren Campbell	GBR	Great Britain	Silver	20.14	#:DD	20.14
2000	Athletics	200m Men	Men	Ato Boldon	TRI	Trinidad and Tobago	Bronze	20.2	#:DD	20.2
2000	Athletics	200m Women	Women	Pauline Davis-Thompson	BAH	Bahamas	Gold	22.27	#:DD	22.27
2000	Athletics	200m Women	Women	Susanthika Jayasinghe	SRI	Sri Lanka	Silver	22.28	#:DD	22.28
2000	Athletics	200m Women	Women	Beverly McDonald	JAM	Jamaica	Bronze	22.35	#:DD	22.35
2000	Athletics	20km Walk Men	Men	Robert Korzeniowski	POL	Poland	Gold	01:18:59	H:MM:SS	4739
2000	Athletics	20km Walk Men	Men	Noe Hernandez	MEX	Mexico	Silver	01:19:03	H:MM:SS	4743
2000	Athletics	20km Walk Men	Men	Vladimir Andreyev	RUS	Russia	Bronze	01:19:27	H:MM:SS	4767
2000	Athletics	20km Walk Women	Women	Liping Wang	CHN	China	Gold	01:29:05	H:MM:SS	5345
2000	Athletics	20km Walk Women	Women	Kjersti Plaetzer	NOR	Norway	Silver	01:29:33	H:MM:SS	5373
2000	Athletics	20km Walk Women	Women	Maria Vasco	ESP	Spain	Bronze	01:30:23	H:MM:SS	5423
2000	Athletics	3000m Steeplechase Men	Men	Reuben Kosgei	KEN	Kenya	Gold	08:21.4	M:SS:DD	501.43
2000	Athletics	3000m Steeplechase Men	Men	Wilson Boit Kipketer	KEN	Kenya	Silver	08:21.8	M:SS:DD	501.77
2000	Athletics	3000m Steeplechase Men	Men	Ali Ezzine	MAR	Morocco	Bronze	08:22.2	M:SS:DD	502.15
2000	Athletics	400m Hurdles Men	Men	Angelo Taylor	USA	United States of America	Gold	47.5	#:DD	47.5
2000	Athletics	400m Hurdles Men	Men	Hadi Souan Somayli	KSA	Saudi Arabia	Silver	47.53	#:DD	47.53
2000	Athletics	400m Hurdles Men	Men	Llewellyn Herbert	RSA	South Africa	Bronze	47.81	#:DD	47.81
2000	Athletics	400m Hurdles Women	Women	Irina Privalova	RUS	Russia	Gold	53.02	#:DD	53.02
2000	Athletics	400m Hurdles Women	Women	Deon Hemmings	JAM	Jamaica	Silver	53.45	#:DD	53.45
2000	Athletics	400m Hurdles Women	Women	Nouzha Bidouane	MAR	Morocco	Bronze	53.57	#:DD	53.57
2000	Athletics	400m Men	Men	Michael Johnson	USA	United States of America	Gold	43.84	#:DD	43.84
2000	Athletics	400m Men	Men	Alvin Harrison	USA	United States of America	Silver	44.4	#:DD	44.4
2000	Athletics	400m Men	Men	Greg Haughton	JAM	Jamaica	Bronze	44.7	#:DD	44.7
2000	Athletics	400m Women	Women	Cathy Freeman	AUS	Australia	Gold	49.11	#:DD	49.11
2000	Athletics	400m Women	Women	Lorraine Graham	JAM	Jamaica	Silver	49.58	#:DD	49.58
2000	Athletics	400m Women	Women	Katharine Merry	GBR	Great Britain	Bronze	49.72	#:DD	49.72
2000	Athletics	4x100m Relay Men	Men	"Jon Drummond, Maurice Greene, Brian Lewis, Bernard Williams III"	USA	United States of America	Gold	37.61	#:DD	37.61
2000	Athletics	4x100m Relay Men	Men	"Vicente Lima, Andr? Silva, Edson Ribeiro, Claudinei da Silva"	BRA	Brazil	Silver	37.9	#:DD	37.9
2000	Athletics	4x100m Relay Men	Men	"Ivan Garcia, Jose Angel Cesar, Luis Alberto Perez, Freddy Mayola"	CUB	Cuba	Bronze	38.04	#:DD	38.04
2000	Athletics	4x100m Relay Women	Women	"Sevatheda Fynes, Debbie Ferguson, Pauline Davis-Thompson, Chandra Sturrup"	BAH	Bahamas	Gold	41.95	#:DD	41.95
2000	Athletics	4x100m Relay Women	Women	"Merlene Ottey-Page, Beverly McDonald, Tanya Lawrence, Veronica Campbell"	JAM	Jamaica	Silver	42.13	#:DD	42.13
2000	Athletics	4x400m Relay Men	Men	"Antonio Pettigrew, Alvin Harrison, Calvin Harrison, Michael Johnson"	USA	United States of America	Gold	02:56.3	M:SS:DD	176.35
2000	Athletics	4x400m Relay Men	Men	"Clement Chukwu, Sunday Bada, Jude Monye, Enefiok Udo-Obong"	NGR	Nigeria	Silver	02:58.7	M:SS:DD	178.68
2000	Athletics	4x400m Relay Men	Men	"Chris Williams, Danny McFarlane, Michael Blackwood, Greg Haughton"	JAM	Jamaica	Bronze	02:58.8	M:SS:DD	178.78
2000	Athletics	4x400m Relay Women	Women	"Jearl Miles, Marion Jones, Monique Hennagan, LaTasha Colander-Richardson"	USA	United States of America	Gold	03:22.6	M:SS:DD	202.62
2000	Athletics	4x400m Relay Women	Women	"Deon Hemmings, Lorraine Graham, Sandie Richards, Catherine Scott-Pomales"	JAM	Jamaica	Silver	03:23.3	M:SS:DD	203.25
2000	Athletics	4x400m Relay Women	Women	"Yulia Sotnikova, Irina Privalova, Olga Kotlyarova, Svetlana Gontcharenko"	RUS	Russia	Bronze	03:23.5	M:SS:DD	203.46
2000	Athletics	5000m Men	Men	Millon Wolde	ETH	Ethiopia	Gold	13:35.5	M:SS:DD	815.49
2000	Athletics	5000m Men	Men	Ali Saidi-Sief	ALG	Algeria	Silver	13:36.2	M:SS:DD	816.2
2000	Athletics	5000m Men	Men	Brahim Lahlafi	MAR	Morocco	Bronze	13:36.5	M:SS:DD	816.47
2000	Athletics	5000m Women	Women	Gabriela Szabo	ROM	Romania	Gold	14:40.8	M:SS:DD	880.79
2000	Athletics	5000m Women	Women	Sonia O'Sullivan	IRL	Ireland	Silver	14:41.0	M:SS:DD	881.02
2000	Athletics	5000m Women	Women	Gete Wami	ETH	Ethiopia	Bronze	14:42.2	M:SS:DD	882.23
2000	Athletics	50km Walk Men	Men	Robert Korzeniowski	POL	Poland	Gold	03:42:22	H:MM:SS	13342
2000	Athletics	50km Walk Men	Men	Aigars Fadejevs	LAT	Latvia	Silver	03:43:40	H:MM:SS	13420
2000	Athletics	50km Walk Men	Men	Joel Sanchez	MEX	Mexico	Bronze	03:44:36	H:MM:SS	13476
2000	Athletics	800m Men	Men	Nils Schumann	GER	Germany	Gold	01:45.1	M:SS:DD	105.08
2000	Athletics	800m Men	Men	Wilson Kipketer	DEN	Denmark	Silver	01:45.1	M:SS:DD	105.14
2000	Athletics	800m Men	Men	Aissa Djabir Said-Guerni	ALG	Algeria	Bronze	01:45.2	M:SS:DD	105.16
2000	Athletics	800m Women	Women	Maria Mutola	MOZ	Mozambique	Gold	01:56.2	M:SS:DD	116.15
2000	Athletics	800m Women	Women	Stephanie Graf	AUT	Austria	Silver	01:56.6	M:SS:DD	116.64
2000	Athletics	800m Women	Women	Kelly Holmes	GBR	Great Britain	Bronze	01:56.8	M:SS:DD	116.8
2000	Athletics	Marathon Men	Men	Gezahgne Abera	ETH	Ethiopia	Gold	02:10:11	H:MM:SS	7811
2000	Athletics	Marathon Men	Men	Erick Wainaina	KEN	Kenya	Silver	02:10:31	H:MM:SS	7831
2000	Athletics	Marathon Men	Men	Tesfaye Tola	ETH	Ethiopia	Bronze	02:11:10	H:MM:SS	7870
2000	Athletics	Marathon Women	Women	Naoko Takahashi	JPN	Japan	Gold	02:23:14	H:MM:SS	8594
2000	Athletics	Marathon Women	Women	Lidia Simon	ROM	Romania	Silver	02:23:22	H:MM:SS	8602
2000	Athletics	Marathon Women	Women	Joyce Chepchumba	KEN	Kenya	Bronze	02:24:45	H:MM:SS	8685
2000	Canoeing	C1 1000m Canadian Singles Men	Men	Andreas Dittmer	GER	Germany	Gold	03:54.4	M:S:DD	234.379
